state,station,MRI (yrs),R-squared,min wind threshold,coeff a,coeff b,coeff c,coeff d,min wind threshold,coeff a,coeff b,coeff c,coeff d
TX, KAUS,  10, 0.993,   0, -2.7364e-07, -1.2483e-05, -8.2851e-04,  1.5906e-01,    ,            ,            ,            ,            
TX, KAUS,  25, 0.993,   0, -2.1104e-07, -1.1172e-05, -9.1891e-04,  1.7992e-01,    ,            ,            ,            ,            
TX, KAUS,  50, 0.993,   0, -1.6909e-07, -1.1068e-05, -9.5987e-04,  1.9558e-01,    ,            ,            ,            ,            
TX, KAUS, 100, 0.993,   0, -1.3066e-07, -1.1557e-05, -9.8203e-04,  2.1115e-01,    ,            ,            ,            ,            
TX, KAUS, 500, 0.993,   0, -4.8005e-08, -1.4851e-05, -9.6905e-04,  2.4700e-01,    ,            ,            ,            ,            
TX, KBPT,   1, 0.988,   0, -4.1409e-07, -3.1090e-05, -6.9853e-04,  1.3905e-01,    ,            ,            ,            ,            
TX, KBPT,   5, 0.989,   0, -4.8731e-07,  5.5579e-06, -1.9423e-03,  1.8858e-01,    ,            ,            ,            ,            
TX, KBPT,  10, 0.990,   0, -4.7484e-07,  1.3507e-05, -2.2954e-03,  2.0924e-01,    ,            ,            ,            ,            
TX, KBPT,  25, 0.992,   0, -4.4728e-07,  2.0569e-05, -2.6674e-03,  2.3616e-01,    ,            ,            ,            ,            
TX, KBPT,  50, 0.992,   0, -4.2355e-07,  2.4248e-05, -2.8990e-03,  2.5631e-01,    ,            ,            ,            ,            
TX, KBPT, 100, 0.993,   0, -3.9950e-07,  2.6965e-05, -3.0997e-03,  2.7630e-01,    ,            ,            ,            ,            
TX, KBPT, 500, 0.994,   0, -3.4622e-07,  3.0843e-05, -3.4821e-03,  3.2230e-01,    ,            ,            ,            ,            
TX, KBRO,   1, 0.990,   0, -1.6331e-06,  1.3989e-05, -4.0362e-04,  9.6363e-02,    ,            ,            ,            ,            
TX, KBRO,   5, 0.993,   0, -1.0455e-06,  1.4573e-05, -6.5244e-04,  1.3097e-01,    ,            ,            ,            ,            
TX, KBRO,  10, 0.993,   0, -8.3823e-07,  9.7786e-06, -6.0600e-04,  1.4524e-01,    ,            ,            ,            ,            
TX, KBRO,  25, 0.993,   0, -6.1399e-07,  2.4579e-06, -4.8442e-04,  1.6378e-01,    ,            ,            ,            ,            
TX, KBRO,  50, 0.992,   0, -4.7310e-07, -3.4950e-06, -3.6033e-04,  1.7764e-01,    ,            ,            ,            ,            
TX, KBRO, 100, 0.992,   0, -3.5115e-07, -9.6804e-06, -2.1547e-04,  1.9137e-01,    ,            ,            ,            ,            
TX, KBRO, 500, 0.990,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.2322e-01,   4, -1.2411e-07, -2.4404e-05,  1.7507e-04,  2.2291e-01
TX, KCDS,   1, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  8.0382e-02,   8, -3.1372e-07, -1.8499e-05,  3.5451e-04,  7.8891e-02
TX, KCDS,   5, 0.994,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.0981e-01,   9, -2.3679e-07, -1.1045e-05,  2.5061e-04,  1.0862e-01
TX, KCDS,  10, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.2252e-01,  10, -2.0950e-07, -9.4063e-06,  2.4474e-04,  1.2122e-01
TX, KCDS,  25, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3947e-01,  12, -1.7286e-07, -8.7019e-06,  2.7859e-04,  1.3768e-01
TX, KCDS,  50, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.5248e-01,  14, -1.4319e-07, -9.2888e-06,  3.3686e-04,  1.4997e-01
TX, KCDS, 100, 0.992,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.6564e-01,  16, -1.1696e-07, -1.0151e-05,  4.0717e-04,  1.6220e-01
TX, KCDS, 500, 0.992,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9686e-01,  20, -5.7470e-08, -1.4121e-05,  6.3610e-04,  1.9025e-01
TX, KCLL,   1, 0.982,   0, -1.5717e-06,  6.2766e-05, -2.4737e-03,  1.2460e-01,    ,            ,            ,            ,            
TX, KCLL,   5, 0.985,   0, -1.3313e-06,  8.1022e-05, -3.3986e-03,  1.6924e-01,    ,            ,            ,            ,            
TX, KCLL,  10, 0.985,   0, -1.2630e-06,  8.7138e-05, -3.7304e-03,  1.8809e-01,    ,            ,            ,            ,            
TX, KCLL,  25, 0.985,   0, -1.1976e-06,  9.4855e-05, -4.1401e-03,  2.1284e-01,    ,            ,            ,            ,            
TX, KCLL,  50, 0.985,   0, -1.1632e-06,  1.0071e-04, -4.4385e-03,  2.3147e-01,    ,            ,            ,            ,            
TX, KCLL, 100, 0.985,   0, -1.1394e-06,  1.0677e-04, -4.7336e-03,  2.5006e-01,    ,            ,            ,            ,            
TX, KCLL, 500, 0.984,   0, -1.1176e-06,  1.2231e-04, -5.4317e-03,  2.9321e-01,    ,            ,            ,            ,            
TX, KCRP,   1, 0.992,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  9.9319e-02,   2, -3.8516e-07, -3.2968e-05,  1.5623e-04,  9.9138e-02
TX, KCRP,   5, 0.996,   0, -2.0293e-07, -2.4669e-05, -2.0921e-04,  1.3562e-01,    ,            ,            ,            ,            
TX, KCRP,  10, 0.996,   0, -1.4709e-07, -2.3785e-05, -2.7442e-04,  1.5089e-01,    ,            ,            ,            ,            
TX, KCRP,  25, 0.996,   0, -9.6311e-08, -2.2900e-05, -3.3197e-04,  1.7090e-01,    ,            ,            ,            ,            
TX, KCRP,  50, 0.996,   0, -6.9938e-08, -2.2296e-05, -3.6213e-04,  1.8595e-01,    ,            ,            ,            ,            
TX, KCRP, 100, 0.996,   0, -5.0501e-08, -2.1726e-05, -3.8428e-04,  2.0094e-01,    ,            ,            ,            ,            
TX, KCRP, 500, 0.996,   0, -2.1804e-08, -2.0537e-05, -4.1384e-04,  2.3560e-01,    ,            ,            ,            ,            
TX, KDAL,   1, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.0511e-01,   3,  6.0800e-07, -9.0564e-05,  4.7031e-04,  1.0449e-01
TX, KDAL,   5, 0.996,   0,  3.4351e-07, -5.6792e-05, -4.5364e-04,  1.4368e-01,    ,            ,            ,            ,            
TX, KDAL,  10, 0.996,   0,  2.7201e-07, -4.6897e-05, -7.7215e-04,  1.6035e-01,    ,            ,            ,            ,            
TX, KDAL,  25, 0.996,   0,  2.0231e-07, -3.6625e-05, -1.1380e-03,  1.8221e-01,    ,            ,            ,            ,            
TX, KDAL,  50, 0.996,   0,  1.6309e-07, -3.0438e-05, -1.3817e-03,  1.9864e-01,    ,            ,            ,            ,            
TX, KDAL, 100, 0.996,   0,  1.3222e-07, -2.5273e-05, -1.6032e-03,  2.1499e-01,    ,            ,            ,            ,            
TX, KDAL, 500, 0.996,   0,  8.2076e-08, -1.6066e-05, -2.0540e-03,  2.5271e-01,    ,            ,            ,            ,            
TX, KDFW,   1, 0.993,   0, -7.1930e-07,  3.9337e-06, -7.4920e-04,  1.1089e-01,    ,            ,            ,            ,            
TX, KDFW,   5, 0.993,   0, -5.9219e-07,  2.0891e-05, -1.4667e-03,  1.5209e-01,    ,            ,            ,            ,            
TX, KDFW,  10, 0.993,   0, -5.3764e-07,  2.4023e-05, -1.6588e-03,  1.6932e-01,    ,            ,            ,            ,            
TX, KDFW,  25, 0.993,   0, -4.6948e-07,  2.6013e-05, -1.8420e-03,  1.9174e-01,    ,            ,            ,            ,            
TX, KDFW,  50, 0.994,   0, -4.3512e-07,  2.7798e-05, -1.9717e-03,  2.0862e-01,    ,            ,            ,            ,            
TX, KDFW, 100, 0.994,   0, -4.0060e-07,  2.8682e-05, -2.0720e-03,  2.2536e-01,    ,            ,            ,            ,            
TX, KDFW, 500, 0.994,   0, -3.2399e-07,  2.8339e-05, -2.2204e-03,  2.6376e-01,    ,            ,            ,            ,            
TX, KDRT,   1, 0.990,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  8.0564e-02,   8, -8.7456e-08, -6.1748e-05,  1.0172e-03,  7.6423e-02
TX, KDRT,   5, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.1114e-01,  10,  7.7806e-08, -5.9487e-05,  1.1660e-03,  1.0536e-01
TX, KDRT,  10, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.2436e-01,  11,  9.7379e-08, -5.7591e-05,  1.2192e-03,  1.1779e-01
TX, KDRT,  25, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.4197e-01,  12,  1.0382e-07, -5.4838e-05,  1.2890e-03,  1.3421e-01
TX, KDRT,  50, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.5541e-01,  13,  1.0153e-07, -5.2770e-05,  1.3442e-03,  1.4662e-01
TX, KDRT, 100, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.6897e-01,  14,  9.6440e-08, -5.0797e-05,  1.4026e-03,  1.5902e-01
TX, KDRT, 500, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.0103e-01,  17,  8.1278e-08, -4.6713e-05,  1.5512e-03,  1.8775e-01
TX, KDWH,   1, 0.994,   0, -1.0114e-06,  1.0810e-06, -9.1162e-04,  1.2032e-01,    ,            ,            ,            ,            
TX, KDWH,   5, 0.996,   0, -5.2715e-07, -6.2425e-07, -1.2968e-03,  1.6125e-01,    ,            ,            ,            ,            
TX, KDWH,  10, 0.997,   0, -4.1871e-07, -8.3326e-07, -1.4170e-03,  1.7858e-01,    ,            ,            ,            ,            
TX, KDWH,  25, 0.997,   0, -3.1823e-07, -9.3568e-07, -1.5515e-03,  2.0134e-01,    ,            ,            ,            ,            
TX, KDWH,  50, 0.997,   0, -2.6298e-07, -9.6095e-07, -1.6396e-03,  2.1847e-01,    ,            ,            ,            ,            
TX, KDWH, 100, 0.998,   0, -2.1966e-07, -9.7853e-07, -1.7187e-03,  2.3554e-01,    ,            ,            ,            ,            
TX, KDWH, 500, 0.998,   0, -1.4863e-07, -1.0659e-06, -1.8775e-03,  2.7502e-01,    ,            ,            ,            ,            
TX, KELP,   1, 0.966,   0, -1.1535e-07, -1.3893e-05, -3.2625e-04,  5.7180e-02,    ,            ,            ,            ,            
TX, KELP,   5, 0.957,   0, -4.4746e-07,  2.1840e-05, -1.1493e-03,  8.0608e-02,    ,            ,            ,            ,            
TX, KELP,  10, 0.955,   0, -5.0425e-07,  3.1549e-05, -1.4181e-03,  9.0422e-02,    ,            ,            ,            ,            
TX, KELP,  25, 0.954,   0, -5.5766e-07,  4.2678e-05, -1.7434e-03,  1.0329e-01,    ,            ,            ,            ,            
TX, KELP,  50, 0.953,   0, -5.8765e-07,  5.0237e-05, -1.9735e-03,  1.1296e-01,    ,            ,            ,            ,            
TX, KELP, 100, 0.953,   0, -6.0730e-07,  5.6837e-05, -2.1844e-03,  1.2256e-01,    ,            ,            ,            ,            
TX, KELP, 500, 0.951,   0, -5.9952e-07,  6.6179e-05, -2.5442e-03,  1.4434e-01,    ,            ,            ,            ,            
TX, KFTW,   1, 0.992,   0, -6.6135e-07,  1.0172e-05, -8.3849e-04,  9.8714e-02,    ,            ,            ,            ,            
TX, KFTW,   5, 0.992,   0, -5.8573e-07,  2.6976e-05, -1.4910e-03,  1.3584e-01,    ,            ,            ,            ,            
TX, KFTW,  10, 0.993,   0, -5.5215e-07,  3.1177e-05, -1.6920e-03,  1.5146e-01,    ,            ,            ,            ,            
TX, KFTW,  25, 0.993,   0, -5.0946e-07,  3.5072e-05, -1.9071e-03,  1.7186e-01,    ,            ,            ,            ,            
TX, KFTW,  50, 0.993,   0, -4.7692e-07,  3.6903e-05, -2.0354e-03,  1.8713e-01,    ,            ,            ,            ,            
TX, KFTW, 100, 0.993,   0, -4.4328e-07,  3.7817e-05, -2.1357e-03,  2.0226e-01,    ,            ,            ,            ,            
TX, KFTW, 500, 0.993,   0, -3.8016e-07,  3.9215e-05, -2.3290e-03,  2.3714e-01,    ,            ,            ,            ,            
TX, KGGG,   1, 0.995,   0, -1.5412e-06,  4.6234e-05, -1.0678e-03,  1.0206e-01,    ,            ,            ,            ,            
TX, KGGG,   5, 0.996,   0, -1.0332e-06,  4.0314e-05, -1.1331e-03,  1.3564e-01,    ,            ,            ,            ,            
TX, KGGG,  10, 0.996,   0, -9.1268e-07,  3.9567e-05, -1.1462e-03,  1.4989e-01,    ,            ,            ,            ,            
TX, KGGG,  25, 0.996,   0, -7.8964e-07,  3.8676e-05, -1.1401e-03,  1.6857e-01,    ,            ,            ,            ,            
TX, KGGG,  50, 0.996,   0, -7.1635e-07,  3.8112e-05, -1.1234e-03,  1.8261e-01,    ,            ,            ,            ,            
TX, KGGG, 100, 0.995,   0, -6.5334e-07,  3.7408e-05, -1.0942e-03,  1.9658e-01,    ,            ,            ,            ,            
TX, KGGG, 500, 0.994,   0, -5.2720e-07,  3.4368e-05, -9.6820e-04,  2.2871e-01,    ,            ,            ,            ,            
TX, KHOU,   1, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.2338e-01,   3, -9.7221e-08, -5.4501e-05,  2.7720e-04,  1.2303e-01
TX, KHOU,   5, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.6489e-01,   1,  1.3860e-07, -5.4911e-05,  1.2269e-04,  1.6482e-01
TX, KHOU,  10, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.8266e-01,   1,  1.7217e-07, -5.3863e-05,  6.8727e-05,  1.8264e-01
TX, KHOU,  25, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.0611e-01,   0,  1.9250e-07, -5.2172e-05,  6.8962e-06,  2.0611e-01
TX, KHOU,  50, 0.996,   0,  1.9955e-07, -5.1005e-05, -2.9878e-05,  2.2380e-01,    ,            ,            ,            ,            
TX, KHOU, 100, 0.996,   0,  2.0229e-07, -4.9926e-05, -6.0526e-05,  2.4146e-01,    ,            ,            ,            ,            
TX, KHOU, 500, 0.996,   0,  1.9942e-07, -4.7718e-05, -1.1496e-04,  2.8236e-01,    ,            ,            ,            ,            
TX, KHRL,   1, 0.997,   0, -8.6394e-07,  6.8366e-06, -2.5676e-04,  9.1233e-02,    ,            ,            ,            ,            
TX, KHRL,   5, 0.998,   0, -5.2093e-07,  4.5247e-06, -3.7585e-04,  1.2437e-01,    ,            ,            ,            ,            
TX, KHRL,  10, 0.998,   0, -4.4831e-07,  4.9925e-06, -4.2139e-04,  1.3850e-01,    ,            ,            ,            ,            
TX, KHRL,  25, 0.998,   0, -3.8323e-07,  6.1222e-06, -4.7473e-04,  1.5711e-01,    ,            ,            ,            ,            
TX, KHRL,  50, 0.998,   0, -3.4815e-07,  7.1352e-06, -5.0929e-04,  1.7114e-01,    ,            ,            ,            ,            
TX, KHRL, 100, 0.998,   0, -3.2066e-07,  8.1704e-06, -5.3868e-04,  1.8514e-01,    ,            ,            ,            ,            
TX, KHRL, 500, 0.998,   0, -2.7394e-07,  1.0360e-05, -5.8690e-04,  2.1752e-01,    ,            ,            ,            ,            
TX, KIAH,   1, 0.995,   0, -3.6034e-07, -4.1477e-05, -4.5820e-04,  1.2777e-01,    ,            ,            ,            ,            
TX, KIAH,   5, 0.994,   0, -1.9448e-07, -2.3716e-05, -1.2402e-03,  1.7286e-01,    ,            ,            ,            ,            
TX, KIAH,  10, 0.995,   0, -1.6664e-07, -1.8163e-05, -1.5054e-03,  1.9198e-01,    ,            ,            ,            ,            
TX, KIAH,  25, 0.995,   0, -1.4194e-07, -1.2374e-05, -1.8075e-03,  2.1707e-01,    ,            ,            ,            ,            
TX, KIAH,  50, 0.995,   0, -1.2807e-07, -8.9088e-06, -2.0077e-03,  2.3592e-01,    ,            ,            ,            ,            
TX, KIAH, 100, 0.995,   0, -1.1666e-07, -6.0465e-06, -2.1891e-03,  2.5469e-01,    ,            ,            ,            ,            
TX, KIAH, 500, 0.996,   0, -9.6033e-08, -1.0682e-06, -2.5568e-03,  2.9803e-01,    ,            ,            ,            ,            
TX, KLBB,   1, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  8.5774e-02,   2,  1.6041e-07, -4.5508e-05,  1.7058e-04,  8.5613e-02
TX, KLBB,   5, 0.992,   0,  5.7018e-08, -2.4846e-05, -5.0419e-04,  1.2062e-01,    ,            ,            ,            ,            
TX, KLBB,  10, 0.991,   0,  4.3960e-08, -1.9972e-05, -7.2009e-04,  1.3544e-01,    ,            ,            ,            ,            
TX, KLBB,  25, 0.990,   0,  3.8668e-08, -1.5738e-05, -9.5170e-04,  1.5481e-01,    ,            ,            ,            ,            
TX, KLBB,  50, 0.990,   0,  3.9038e-08, -1.3625e-05, -1.0973e-03,  1.6934e-01,    ,            ,            ,            ,            
TX, KLBB, 100, 0.990,   0,  4.0839e-08, -1.2103e-05, -1.2252e-03,  1.8377e-01,    ,            ,            ,            ,            
TX, KLBB, 500, 0.990,   0,  4.1364e-08, -9.2919e-06, -1.4961e-03,  2.1716e-01,    ,            ,            ,            ,            
TX, KLFK,   1, 0.995,   0, -1.3681e-06, -2.3003e-06, -2.4232e-05,  1.0891e-01,    ,            ,            ,            ,            
TX, KLFK,   5, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.4506e-01,   2, -7.2819e-07, -1.2220e-05,  5.2108e-05,  1.4501e-01
TX, KLFK,  10, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.6052e-01,   3, -5.9179e-07, -1.3789e-05,  9.3625e-05,  1.6038e-01
TX, KLFK,  25, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.8096e-01,   4, -4.7082e-07, -1.4643e-05,  1.5359e-04,  1.8061e-01
TX, KLFK,  50, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9646e-01,   6, -4.0713e-07, -1.4750e-05,  2.0294e-04,  1.9586e-01
TX, KLFK, 100, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.1203e-01,   7, -3.5874e-07, -1.4596e-05,  2.5588e-04,  2.1108e-01
TX, KLFK, 500, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.4858e-01,  11, -2.8177e-07, -1.3816e-05,  3.9296e-04,  2.4630e-01
TX, KMAF,   1, 0.988,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  7.2937e-02,   3,  3.2202e-08, -4.0055e-05,  2.1530e-04,  7.2647e-02
TX, KMAF,   5, 0.988,   0,  3.8264e-08, -2.5099e-05, -3.4061e-04,  1.0208e-01,    ,            ,            ,            ,            
TX, KMAF,  10, 0.988,   0,  5.0064e-08, -2.2313e-05, -4.9111e-04,  1.1442e-01,    ,            ,            ,            ,            
TX, KMAF,  25, 0.988,   0,  5.7325e-08, -1.9381e-05, -6.6254e-04,  1.3060e-01,    ,            ,            ,            ,            
TX, KMAF,  50, 0.988,   0,  5.8433e-08, -1.7479e-05, -7.7934e-04,  1.4278e-01,    ,            ,            ,            ,            
TX, KMAF, 100, 0.989,   0,  5.7299e-08, -1.5768e-05, -8.8837e-04,  1.5492e-01,    ,            ,            ,            ,            
TX, KMAF, 500, 0.989,   0,  5.0605e-08, -1.2356e-05, -1.1200e-03,  1.8300e-01,    ,            ,            ,            ,            
TX, KMFE,   1, 0.996,   0, -1.9144e-06,  5.2398e-05, -5.7894e-04,  8.7318e-02,    ,            ,            ,            ,            
TX, KMFE,   5, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.1719e-01,  18, -1.5246e-06,  6.2780e-05, -7.9669e-04,  1.2007e-01
TX, KMFE,  10, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3244e-01,  23, -1.4432e-06,  6.8884e-05, -8.9243e-04,  1.3408e-01
TX, KMFE,  25, 0.998,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.5487e-01,  29, -1.3736e-06,  7.7743e-05, -1.0193e-03,  1.5255e-01
TX, KMFE,  50, 0.997,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.7393e-01,  34, -1.3327e-06,  8.4217e-05, -1.1032e-03,  1.6646e-01
TX, KMFE, 100, 0.996,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9487e-01,  39, -1.2925e-06,  8.9874e-05, -1.1656e-03,  1.8029e-01
TX, KMFE, 500, 0.994,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.4886e-01,  48, -1.1586e-06,  9.5366e-05, -1.1339e-03,  2.1169e-01
TX, KRBD,   1, 0.988,   0, -7.2037e-07,  2.3886e-05, -1.6871e-03,  1.0358e-01,    ,            ,            ,            ,            
TX, KRBD,   5, 0.988,   0, -7.8190e-07,  5.2718e-05, -2.7354e-03,  1.4211e-01,    ,            ,            ,            ,            
TX, KRBD,  10, 0.988,   0, -7.5431e-07,  5.8524e-05, -3.0452e-03,  1.5814e-01,    ,            ,            ,            ,            
TX, KRBD,  25, 0.988,   0, -7.0528e-07,  6.3312e-05, -3.3805e-03,  1.7900e-01,    ,            ,            ,            ,            
TX, KRBD,  50, 0.988,   0, -6.6298e-07,  6.5286e-05, -3.5893e-03,  1.9457e-01,    ,            ,            ,            ,            
TX, KRBD, 100, 0.987,   0, -6.1772e-07,  6.6077e-05, -3.7649e-03,  2.0998e-01,    ,            ,            ,            ,            
TX, KRBD, 500, 0.986,   0, -4.8824e-07,  6.2025e-05, -4.0169e-03,  2.4507e-01,    ,            ,            ,            ,            
TX, KSAT,   1, 0.994,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  9.9975e-02,   6, -1.5574e-07, -5.8799e-05,  7.5078e-04,  9.7617e-02
TX, KSAT,   5, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3614e-01,   4,  4.6319e-08, -5.0642e-05,  4.4811e-04,  1.3515e-01
TX, KSAT,  10, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.5180e-01,   4,  1.0274e-07, -5.0051e-05,  4.0344e-04,  1.5098e-01
TX, KSAT,  25, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.7249e-01,   4,  1.5523e-07, -5.0073e-05,  3.8041e-04,  1.7176e-01
TX, KSAT,  50, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.8812e-01,   4,  1.8246e-07, -5.0348e-05,  3.7948e-04,  1.8739e-01
TX, KSAT, 100, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.0373e-01,   4,  2.0165e-07, -5.0687e-05,  3.8699e-04,  2.0298e-01
TX, KSAT, 500, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.3996e-01,   4,  2.2453e-07, -5.1330e-05,  4.2062e-04,  2.3908e-01
TX, KSGR,   1, 0.996,   0, -7.6354e-07, -9.8679e-06, -3.9991e-04,  1.2178e-01,    ,            ,            ,            ,            
TX, KSGR,   5, 0.997,   0, -1.2080e-07, -3.2601e-05, -2.8913e-04,  1.6214e-01,    ,            ,            ,            ,            
TX, KSGR,  10, 0.997,   0, -8.6904e-09, -3.6625e-05, -2.7970e-04,  1.7945e-01,    ,            ,            ,            ,            
TX, KSGR,  25, 0.997,   0,  7.2787e-08, -3.9104e-05, -2.9578e-04,  2.0234e-01,    ,            ,            ,            ,            
TX, KSGR,  50, 0.998,   0,  1.0549e-07, -3.9684e-05, -3.2189e-04,  2.1966e-01,    ,            ,            ,            ,            
TX, KSGR, 100, 0.998,   0,  1.2384e-07, -3.9611e-05, -3.5508e-04,  2.3700e-01,    ,            ,            ,            ,            
TX, KSGR, 500, 0.998,   0,  1.3758e-07, -3.8164e-05, -4.4492e-04,  2.7725e-01,    ,            ,            ,            ,            
TX, KSJT,   1, 0.990,   0, -1.2245e-06,  3.2213e-05, -9.7955e-04,  9.2064e-02,    ,            ,            ,            ,            
TX, KSJT,   5, 0.991,   0, -9.8367e-07,  4.6676e-05, -1.5451e-03,  1.2706e-01,    ,            ,            ,            ,            
TX, KSJT,  10, 0.991,   0, -8.9646e-07,  4.9106e-05, -1.6760e-03,  1.4161e-01,    ,            ,            ,            ,            
TX, KSJT,  25, 0.990,   0, -7.9525e-07,  5.0651e-05, -1.7907e-03,  1.6055e-01,    ,            ,            ,            ,            
TX, KSJT,  50, 0.990,   0, -7.1255e-07,  4.9457e-05, -1.8143e-03,  1.7460e-01,    ,            ,            ,            ,            
TX, KSJT, 100, 0.989,   0, -6.1808e-07,  4.5611e-05, -1.7702e-03,  1.8836e-01,    ,            ,            ,            ,            
TX, KSJT, 500, 0.987,   0, -3.4696e-07,  2.4975e-05, -1.3671e-03,  2.1901e-01,    ,            ,            ,            ,            
TX, KSPS,   1, 0.994,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  9.8467e-02,   2, -1.7678e-07, -3.0943e-05,  1.1420e-04,  9.8363e-02
TX, KSPS,   5, 0.993,   0, -5.1947e-08, -2.5728e-05, -1.5398e-04,  1.3519e-01,    ,            ,            ,            ,            
TX, KSPS,  10, 0.993,   0, -2.7192e-08, -2.4005e-05, -2.3977e-04,  1.5085e-01,    ,            ,            ,            ,            
TX, KSPS,  25, 0.993,   0, -5.2870e-09, -2.2232e-05, -3.3024e-04,  1.7143e-01,    ,            ,            ,            ,            
TX, KSPS,  50, 0.993,   0,  4.6208e-09, -2.1014e-05, -3.8948e-04,  1.8694e-01,    ,            ,            ,            ,            
TX, KSPS, 100, 0.993,   0,  1.2424e-08, -2.0062e-05, -4.3838e-04,  2.0240e-01,    ,            ,            ,            ,            
TX, KSPS, 500, 0.993,   0,  2.6938e-08, -1.8796e-05, -5.1721e-04,  2.3810e-01,    ,            ,            ,            ,            
TX, KSSF,   1, 0.990,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  9.3977e-02,   7, -1.2451e-07, -6.4211e-05,  9.2490e-04,  9.0691e-02
TX, KSSF,   5, 0.992,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.2831e-01,   8,  2.4542e-07, -7.4535e-05,  1.1893e-03,  1.2343e-01
TX, KSSF,  10, 0.992,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.4307e-01,   9,  3.0652e-07, -7.6353e-05,  1.2856e-03,  1.3746e-01
TX, KSSF,  25, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.6264e-01,  10,  3.5290e-07, -7.8033e-05,  1.4134e-03,  1.5595e-01
TX, KSSF,  50, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.7750e-01,  10,  3.7350e-07, -7.9088e-05,  1.5130e-03,  1.6990e-01
TX, KSSF, 100, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.9241e-01,  11,  3.8256e-07, -7.9666e-05,  1.6071e-03,  1.8386e-01
TX, KSSF, 500, 0.993,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  2.2719e-01,  13,  3.7894e-07, -7.9842e-05,  1.8105e-03,  2.1630e-01
TX, KTYR,   1, 0.974,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  9.8455e-02,   8,  0.0000e+00, -6.4955e-05,  1.0904e-03,  9.3879e-02
TX, KTYR,   5, 0.979,   0,  0.0000e+00,  0.0000e+00,  0.0000e+00,  1.3103e-01,   9,  0.0000e+00, -4.9117e-05,  8.5186e-04,  1.2734e-01
